"","docPid","left_context","context","right_context","werkwoord","ge_prefix","persoon","zinstype","zinsdeelvolgorde","werkwoordsvolgorde","samengesteld_ww","modaal_hww","samentrekking","word","word_xml","starttag","punct","decennium","subgenre","auteur","datering","genre","titleWords","pid","titel","lokalisering","lokalisering_ruim","fictionalityLevel1"
"1344","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," ons ystorien weten laten, So"," waest leden"," CCCC jaer Ende meer dan","lijden","nee","3sing","hoofdzin","VS","PV-VD","nee","nee","ja","waest leden","waest leden",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"1345","INT_79c9f5f8-4de6-4e57-a160-5ff8f7bd303f"," uut was ende dye stanc"," was geleden"," hij dwoech die wonde met","lijden","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","was geleden","was geleden",NA,NA,1350,"""artes"" ""medicine"" ""secular""","""Jan Yperman""","""1351-1351""","""proza""","""Cyrurgie""","""INT_79c9f5f8-4de6-4e57-a160-5ff8f7bd303f""","""Cyrurgie""","rest","onbekend","""non-fiction"""
"1346","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," oec diende. Een deel tijts"," was leden"," ende men hielt dese in","lijden","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","was leden","was leden",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"1347","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," koene, Dat die Sennen al"," leden waren"," Des koninck Ydiers lant, ende","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden waren","leden waren",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"1348","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0"," diet versten wille. Tierst dat"," is leden"," die sulle, Waeren die Griecken","lijden","nee","3sing","bijzin","VS","PV-VD","nee","nee","nee","is leden","is leden",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"1349","INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1"," al vergaen. 10. Die winter"," is gheleden"," Den rijm is henen ghegaen","lijden","ja","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","is gheleden","is gheleden",NA,NA,1530,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1539-1539""","""vers""","""Devoot ende profitelyck boecxken""","""INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1""","""Devoot ende profitelyck boecxken""","Brabant","zuid","""fiction"""
"1350","INT_590673c6-9807-4cae-945b-c64fbd445597"," stoelen ontfaen Â¶ Doen drie daghe"," waren leden"," Na der paesschen besecheden Ghegreepse","lijden","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","waren leden","waren leden",NA,NA,1350,"""philosophy / ethics"" ""secular""","""Jan van Boendale""","""1340-1360""","""vers""","""Der leken spieghel""","""INT_590673c6-9807-4cae-945b-c64fbd445597""","""Der leken spieghel""","rest","onbekend","""non-fiction"""
"1351","INT_49fb151c-d9cb-42bb-9185-0838cc419261"," wi af spraken niet lanc"," ees leden",", Met eenre harre geselneden. Hoe","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","ees leden","ees leden",NA,NA,1390,"""history"" ""secular""","""Philip Utenbroeke""","""1393-1402""","""vers""","""Spiegel historiael (tweede partie), fragment Wenen""","""INT_49fb151c-d9cb-42bb-9185-0838cc419261""","""Spiegel historiael (tweede partie), fragment Wenen""","rest","onbekend","""non-fiction"""
"1352","INT_155d2f44-027c-4f9e-8b0b-a57e784e9cda"," sijse soechten Tot dat noene"," leden was",". Alsoe woldet sinte Seruaes. Teghen","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden was","leden was",NA,NA,1470,"""epic"" ""legendary hagiography"" ""religious""","""Heinric van Veldeke""","""1450-1500""","""vers""","""Sint Servaes legende""","""INT_155d2f44-027c-4f9e-8b0b-a57e784e9cda""","""Sint Servaes legende""","Limburg/Nederrijn","zuid","""non-fiction"""
"1353","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," seide daer naer: ""Here, het"," sijn leden"," wel .vij. jaer, Dattie .vij.","lijden","nee","3pl","hoofdzin","SV","PV-VD","nee","nee","nee","sijn leden","sijn leden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"1354","INT_8fcaeef8-126b-4a2b-9e60-69d566ca05bb"," ende mit die nacht, die"," gheleden was",", maken Ã©Ã©n. Voirt die nacht","lijden","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","gheleden was","gheleden was",NA,NA,1480,"""religious"" ""theology / ethics""","""Dirc van Delft""","""1480-1480""","""proza""","""Tafel van den kersten ghelove (zomerstuk)""","""INT_8fcaeef8-126b-4a2b-9e60-69d566ca05bb""","""Tafel van den kersten ghelove (zomerstuk)""","Holland","noord","""non-fiction"""
"1355","INT_981457f3-b46e-48ad-b44d-ed6cab4a6e46"," wijn 81 Van Brandenborch Het"," is gheleden"," iaer ende dach dat Brandenborch","lijden","ja","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","is gheleden","is gheleden",NA,NA,1540,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1544-1544""","""vers""","""Antwerps liedboek""","""INT_981457f3-b46e-48ad-b44d-ed6cab4a6e46""","""Antwerps liedboek""","Brabant","zuid","""fiction"""
"1356","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," tot dat wi dinen lande"," leden sijn",". Ende hi en wilde niet","lijden","nee","1pl","bijzin","SV","VD-PV","nee","nee","nee","leden sijn","leden sijn",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"1357","INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1"," ic gaen beghinnen Het moet"," gheleden sijn"," Ic bidde der maghet Maria","lijden","ja","3sing","hoofdzin","SV","PV-VD","nee","ja","nee","gheleden sijn","gheleden sijn",NA,NA,1530,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1539-1539""","""vers""","""Devoot ende profitelyck boecxken""","""INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1""","""Devoot ende profitelyck boecxken""","Brabant","zuid","""fiction"""
"1358","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," die ghescienten vanden tiden, die"," leden waren",". Ende doe men se vore","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden waren","leden waren",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"1359","INT_b94d9aaf-105c-45f3-ad2b-2ab854ef880a"," gevel, Dies mach .i. jaer"," sijn leden"," wel, Dat ic u seggen","lijden","nee","3sing","hoofdzin","SV","PV-VD","nee","ja","nee","sijn leden","sijn leden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Roman van Lancelot, Haagse codex""","""INT_b94d9aaf-105c-45f3-ad2b-2ab854ef880a""","""Roman van Lancelot, Haagse codex""","Vlaanderen","zuid","""fiction"""
"1360","INT_6269c21d-e04c-4248-b070-84cfb264a258",", Dats maer drie maent en"," es leden",". Dwijf. Hoert, liefkint, sijt dies","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es leden","es leden",NA,NA,1410,"""drama"" ""secular""","""unknown""","""1400-1420""","""vers""","""Rubben""","""INT_6269c21d-e04c-4248-b070-84cfb264a258""","""Rubben""","rest","onbekend","""fiction"""
"1361","INT_66899df0-15a4-40e3-9875-993c850b99a0"," andren dit .b. dat si"," leden es",". Ende also vele alsi min","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden es","leden es",NA,NA,1350,"""artes"" ""chiromancy"" ""science"" ""secular""","""unknown""","""1351-1351""","""proza""","""Chiromantie (proza)""","""INT_66899df0-15a4-40e3-9875-993c850b99a0""","""Chiromantie (proza)""","Vlaanderen","zuid","""non-fiction"""
"1362","INT_245d8034-5eb4-4c86-a1a8-844fc4cdf728",". Ende als hi lange daer"," was leden",", Ende quam tere lazerie gereden","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was leden","was leden",NA,NA,1320,"""epic"" ""legendary hagiography"" ""religious""","""Jacob van Maerlant""","""1300-1350""","""vers""","""Sinte Franciscus leven""","""INT_245d8034-5eb4-4c86-a1a8-844fc4cdf728""","""Sinte Franciscus leven""","Vlaanderen","zuid","""non-fiction"""
"1363","INT_d7790fa5-6d65-492a-887b-8ca24f29344a",", maer als de derde nacht"," leden is",", soe selen wi in onsen","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden is","leden is",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"1364","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," een tijt van drie maenden"," was gheleden."," ende die abdisse in haren","lijden","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","was gheleden.","was gheleden.",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"1365","INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2"," verrader bevechten. ende dat iaer"," is leden"," ende die ridder en comt","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","is leden","is leden",NA,NA,1510,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1516-1516""","""proza""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","""INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","Brabant","zuid","""fiction"""
"1366","INT_9fc3e35e-6623-40ea-a25f-8e4ce970f02a","; Begherte weder omme drait. Dat"," leden es"," dan can niet voeden; Maer","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden es","leden es",NA,NA,1370,"""secular""","""not applicable""","""1350-1400""","""vers""","""Gruuthuse-handschrift (allegorische gedichten)""","""INT_9fc3e35e-6623-40ea-a25f-8e4ce970f02a""","""Gruuthuse-handschrift (allegorische gedichten)""","Vlaanderen","zuid","""fiction"""
"1367","INT_9e311f12-81c0-43af-8683-7f41f668b785"," ende spel Tote den nacht"," leden was"," Entie dach comen was Doen","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden was","leden was",NA,NA,1410,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1400-1420""","""vers""","""Borchgravinne van Vergi (1)""","""INT_9e311f12-81c0-43af-8683-7f41f668b785""","""Borchgravinne van Vergi (1)""","rest","onbekend","""fiction"""
"1368","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," Alexander dorstreden Wilde Yndia ende"," es leden",", Ende quam aldaer hi Porrus","lijden","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","es leden","es leden",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"1369","INT_5004a7ff-78a6-4641-bb01-fe13a7834a00"," alse de vij. M. jare"," leden sijn"," ende vervult, soe saelt al","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden sijn","leden sijn",NA,NA,1470,"""philosophy / ethics"" ""secular""","""unknown""","""1460-1480""","""proza""","""Sidrac""","""INT_5004a7ff-78a6-4641-bb01-fe13a7834a00""","""Sidrac""","Brabant","zuid","""non-fiction"""
"1370","INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2",". DAT. XCVI. CAPITTEL. ALST bestandt"," leden was"," so peynsde heyndric om tsine.","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden was","leden was",NA,NA,1510,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1516-1516""","""proza""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","""INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","Brabant","zuid","""fiction"""
"1371","INT_2926ed90-08a4-4618-b8c3-04db5420f3ed"," conroet. Ende doen die wijch"," leden was"," daer, Namense den doden coninc","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden was","leden was",NA,NA,1320,"""history"" ""secular""","""Lodewijk van Velthem""","""1315-1335""","""vers""","""Spiegel historiael (vijfde partie)""","""INT_2926ed90-08a4-4618-b8c3-04db5420f3ed""","""Spiegel historiael (vijfde partie)""","Brabant","zuid","""non-fiction"""
"1372","INT_2926ed90-08a4-4618-b8c3-04db5420f3ed"," xxi. Doen die strijt al"," leden was",", Des ander dages, voer na","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden was","leden was",NA,NA,1320,"""history"" ""secular""","""Lodewijk van Velthem""","""1315-1335""","""vers""","""Spiegel historiael (vijfde partie)""","""INT_2926ed90-08a4-4618-b8c3-04db5420f3ed""","""Spiegel historiael (vijfde partie)""","Brabant","zuid","""non-fiction"""
"1373","INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568"," ic om vrage, die tijt"," is leden",". Mochtmen soenen ende vreden Voer","lijden","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","is leden","is leden",NA,NA,1480,"""secular""","""Willem van Hildegaersberch""","""1470-1490""","""vers""","""Gedichten (Willem van Hildegaersberch)""","""INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568""","""Gedichten (Willem van Hildegaersberch)""","Holland","noord","""fiction"""
"1374","INT_24a853a6-0452-4839-9605-4c8240c79bbb"," doot, want al mijn vreucht"," is leden",". Na dese woorden nam hy","lijden","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","is leden","is leden",NA,NA,1640,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1642-1642""","""proza""","""Historie van Floris ende Blancefloer""","""INT_24a853a6-0452-4839-9605-4c8240c79bbb""","""Historie van Floris ende Blancefloer""","rest","onbekend","""fiction"""
"1375","INT_f1abe088-010d-44e0-8137-a66136b99a96"," joncfrouwen hebbe beheten Daer af"," sijn leden"," vele der jare Dat ic","lijden","nee","3pl","hoofdzin","VS","PV-VD","nee","nee","nee","sijn leden","sijn leden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Roman van Moriaen""","""INT_f1abe088-010d-44e0-8137-a66136b99a96""","""Roman van Moriaen""","Vlaanderen","zuid","""fiction"""
"1376","INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568"," tuuchtet wel, Als die Paesschen"," is gheleden",", Alsulke sonden als sy deden","lijden","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","is gheleden","is gheleden",NA,NA,1480,"""secular""","""Willem van Hildegaersberch""","""1470-1490""","""vers""","""Gedichten (Willem van Hildegaersberch)""","""INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568""","""Gedichten (Willem van Hildegaersberch)""","Holland","noord","""fiction"""
"1377","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0"," bat. Als sy die vrese"," waeren leden",", Wysde hy hem te welcker","lijden","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","waeren leden","waeren leden",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"1378","INT_aefb3a26-5702-499c-a0a5-2b785819fc2b"," dancs Alse die xl. daghe"," waren leden"," dan Soe hongherde hem want","lijden","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","waren leden","waren leden",NA,NA,1430,"""epic"" ""religious""","""unknown""","""1438-1438""","""vers""","""Vanden levene ons heren""","""INT_aefb3a26-5702-499c-a0a5-2b785819fc2b""","""Vanden levene ons heren""","rest","zuid","""non-fiction"""
"1379","INT_c2162d6e-d22d-4734-bcff-a0e6a794e5bc"," dijn ontfaermicheit moet betalen. Dat"," leden es",", vader, dat wil vergheven, Ghef","lijden","nee","3sing","hoofdzin","SV","VD-PV","nee","nee","nee","leden es","leden es",NA,NA,1370,"""prayer"" ""religious""","""not applicable""","""1350-1400""","""vers""","""Gruuthuse-handschrift (gebeden en allegorische gedichten)""","""INT_c2162d6e-d22d-4734-bcff-a0e6a794e5bc""","""Gruuthuse-handschrift (gebeden en allegorische gedichten)""","Vlaanderen","zuid","""non-fiction"""
"1380","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," Perchevale, Dat middach tier tijt"," was leden",". Ende die vrowe dede tier","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was leden","was leden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"1381","INT_735784f7-b5c4-4646-ac65-350e14240d0b"," quade zeden Â¶ Doe lantsloot tforeest"," was leden"," Quamen si ghereden scire Op","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was leden","was leden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Lantsloot van der Haghedochte""","""INT_735784f7-b5c4-4646-ac65-350e14240d0b""","""Lantsloot van der Haghedochte""","Vlaanderen","zuid","""fiction"""
"1382","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," met vrouwen, dansen, springen, Dies"," es leden"," langhe stont. Nu wert ons","lijden","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","es leden","es leden",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"1383","INT_49fb151c-d9cb-42bb-9185-0838cc419261"," Bi Gods gracien niet en"," es leden"," Te vergeefs; want ter salecheden","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es leden","es leden",NA,NA,1390,"""history"" ""secular""","""Philip Utenbroeke""","""1393-1402""","""vers""","""Spiegel historiael (tweede partie), fragment Wenen""","""INT_49fb151c-d9cb-42bb-9185-0838cc419261""","""Spiegel historiael (tweede partie), fragment Wenen""","rest","onbekend","""non-fiction"""
"1384","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," sal gaen. Alse XXX daghen"," waren leden",", Dat die ridder was versceden","lijden","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","waren leden","waren leden",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"1385","INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2"," gedaen hadde. Als die maeltijt"," gheleden was"," ende dat bancket gedaen was.","lijden","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","gheleden was","gheleden was",NA,NA,1510,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1516-1516""","""proza""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","""INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","Brabant","zuid","""fiction"""
"1386","INT_390eda00-1ef4-4c34-9d6e-9577bb74cb39"," van aprille Als die wijnter"," leden was"," Ende men sach louer ende","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden was","leden was",NA,NA,1470,"""epic"" ""secular""","""unknown""","""1460-1480""","""vers""","""Reinaerts historie""","""INT_390eda00-1ef4-4c34-9d6e-9577bb74cb39""","""Reinaerts historie""","rest","onbekend","""fiction"""
"1387","INT_feebe687-0908-4cde-a825-6f0f5b37941f"," up een paert Als ghi"," waert leden"," quam ghevaren Hi seide god","lijden","nee","2pl","bijzin","SV","PV-VD","nee","nee","nee","waert leden","waert leden",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""Penninc + Pieter Vostaert""","""1350-1350""","""vers""","""Roman van Walewein""","""INT_feebe687-0908-4cde-a825-6f0f5b37941f""","""Roman van Walewein""","Vlaanderen","zuid","""fiction"""
"1388","INT_75367722-158c-4ae7-a965-72219f3ba5da"," sinen sinne die dinghen, die"," gheleden sijn",", als alle sijn ghedachte, sijn","lijden","ja","3pl","bijzin","SV","VD-PV","nee","nee","nee","gheleden sijn","gheleden sijn",NA,NA,1460,"""religious"" ""theology / ethics""","""Dirc van Delft""","""1469-1469""","""proza""","""Tafel van den kersten ghelove (winterstuk)""","""INT_75367722-158c-4ae7-a965-72219f3ba5da""","""Tafel van den kersten ghelove (winterstuk)""","Holland","noord","""non-fiction"""
"1389","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," seide theophilus ""iaic. ende dat"," is gheleden"," omtrent drie daghen Mer ic","lijden","ja","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","is gheleden","is gheleden",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"1390","INT_20fddc93-1a95-46dd-a422-12a5b30b71a0"," hoe menich iaer dat dat"," gheleden was"," tot den leste daghe toe","lijden","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","gheleden was","gheleden was",NA,NA,1480,"""artes"" ""secular""","""Bartholomeus Anglicus""","""?-?""","""proza""","""Van den proprieteyten der dingen""","""INT_20fddc93-1a95-46dd-a422-12a5b30b71a0""","""Van den proprieteyten der dingen""","Holland","noord","""non-fiction"""
"1391","INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1"," oft liden Denct / het moet"," gheleden sijn"," Wilt doch hier om striden","lijden","ja","3sing","hoofdzin","SV","PV-VD","nee","ja","nee","gheleden sijn","gheleden sijn",NA,NA,1530,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1539-1539""","""vers""","""Devoot ende profitelyck boecxken""","""INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1""","""Devoot ende profitelyck boecxken""","Brabant","zuid","""fiction"""
"1392","INT_c7538082-b652-441c-9e8a-bcf61f8d5a7a"," waren worden bi tiden die"," leden zijn"," vut gheiaecht. Dit is een","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden zijn","leden zijn",NA,NA,1460,"""artes"" ""secular"" ""travelogue""","""unknown""","""1462-1462""","""proza""","""Reis van Jan van Mandeville""","""INT_c7538082-b652-441c-9e8a-bcf61f8d5a7a""","""Reis van Jan van Mandeville""","Holland","noord","""non-fiction"""
"1393","INT_30b9d2c8-7cab-4205-b9c1-b9d272bb68f7"," no min. Bedi wetic dat"," leden es",", Ende van mire moeder, sijt","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden es","leden es",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1300-1350""","""vers""","""Merlijns boec""","""INT_30b9d2c8-7cab-4205-b9c1-b9d272bb68f7""","""Merlijns boec""","Vlaanderen","zuid","""fiction"""
"1394","INT_cdc288b9-9eca-4d98-819f-2f0089b0673a"," u, helpt mi raden: het"," is geleden"," vij. jaer dat wi ons","lijden","ja","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","is geleden","is geleden",NA,NA,1500,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1508-1508""","""proza""","""Historie vanden vier heemskinderen""","""INT_cdc288b9-9eca-4d98-819f-2f0089b0673a""","""Historie vanden vier heemskinderen""","Holland","noord","""fiction"""
"1395","INT_c7538082-b652-441c-9e8a-bcf61f8d5a7a"," en weten. Bij tiden die"," leden sijn"," was een keyser, dat een","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden sijn","leden sijn",NA,NA,1460,"""artes"" ""secular"" ""travelogue""","""unknown""","""1462-1462""","""proza""","""Reis van Jan van Mandeville""","""INT_c7538082-b652-441c-9e8a-bcf61f8d5a7a""","""Reis van Jan van Mandeville""","Holland","noord","""non-fiction"""
"1396","INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568"," naken, Der Meyen tijt die"," was gheleden",". In desen hof tot allen","lijden","ja","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","was gheleden","was gheleden",NA,NA,1480,"""secular""","""Willem van Hildegaersberch""","""1470-1490""","""vers""","""Gedichten (Willem van Hildegaersberch)""","""INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568""","""Gedichten (Willem van Hildegaersberch)""","Holland","noord","""fiction"""
